faculty,code,title,description,docID
PSY,6190,Counselling With Dying and Bereaved,"Phases of dying and bereavement, normal and abnormal. Counseling the patient, the family. Development of the concept of death; how to deal with dying or bereaved children, adolescents. Euthanasia, untimely deaths, etc.",PSY6190
PSY,6191,Seminars in Psychology,Selected topics on contemporary psychology presented and discussed as graduate seminars.,PSY6191
PSY,6201,Basics of Neuroscience (6 units),"Comprehensive neuroscience course from the membrane and the cellular levels through the behavioural aspects of invertebrates and vertebrates.  Lectures and tutorials on aspects of neuroscience such as neuroanatomy, neurophysiology, behavioural neuroscience and neuropharmacology.",PSY6201
PSY,6202,Advanced Seminar in Behavioural Neuroscience (6 units),Advanced seminar course integrating behavioural analyses with aspects of neural circuits mediating and regulating these behaviours.,PSY6202
PSY,6391,Psychophysiology of Individual Differences,"Seminar/tutorial examining psychophysiological research on the nature of individual differences in personality, intelligence and learning disabilities.",PSY6391
PSY,7101,Causal Modeling in Psychological Research,"Focus on the conceptual framework and analytic procedures associated with causal modeling, as it relates to psychological research. Specific applications include path analysis based on both multiple regression and analysis of covariance structures, and full structural equation modeling applied to cross-sectional as well as longitudinal designs. Each example studied is accompanied by required computer application work.",PSY7101
PSY,7102,Field Research in Social and Community Interventions,Practical experience in carrying out applied research and program evaluation in a community agency or organization.,PSY7102
PSY,7103,Program Evaluation,Concept of a health service program. Evaluation in relation to the development of health service programs. Organizational context of evaluation. Needs assessment and community program planning. Evaluation of program outcomes. Evaluation of service quality.,PSY7103
PSY,7104,Systemic Therapy,"An introduction to concepts and practices in systemic therapy that may be used with individuals, couples or families. Emphasis on the context of problems and therapeutic practices enabling clients to have more choices in their lives.",PSY7104
PSY,7105,"Evidence-Based Psychological Services for Children, Adolescents, Families","Core skills in the provision of evidence-based psychological services for a range of psychological problems in children and youth. The therapeutic relationship with children, adolescents, and their parents.",PSY7105
PSY,7106,Seminars in General Psychology,Research topics are regularly reported and studied by staff members and occasionally with visiting researchers.,PSY7106
PSY,7107,Psychology of the Family,"Examination of the empirical literature on how families deal with normative and non-normative life transitions across the family life cycle, with discussion of major challenges facing families.",PSY7107
PSY,7108,Multicultural Clinical Psychology,Issues related to the assessment and treatment of multicultural populations. Theoretical frameworks and practical aspects of multicultural counseling.,PSY7108
PSY,7109,Psychological Effects and Treatment of Trauma,"Theoretical, empirical, and clinical aspects of traumas such as sexual or physical abuse, violent crime, torture, or war experiences. Effects of trauma, including post-traumatic stress disorder, the assessments of such effects, and methods of treatment.",PSY7109
PSY,7112,Research Seminars in Contemporary Psychology,Advanced seminars offered on different topics each year.,PSY7112
PSY,7114,Seminars in Professional Psychology,Advanced Seminars offered on different topics each year.,PSY7114
PSY,7123,Cognitive and Behaviour Therapy,Critical review of contemporary theories and practices in cognitive-behaviour therapy with a focus on depression and anxiety disorders.,PSY7123
PSY,7124,Couples Therapy,"The integrative trend in contemporary couples therapy: cognitive-affective, behavioural and systems interventions. The antecedents: psychoanalysis, behaviour modification, general systems theory. Related issues.",PSY7124
PSY,7167,Family Psychotherapy,"Socio-cultural study of the family. Psychosocial analysis of family life. Family psychotherapy: introduction, main systems and research.",PSY7167
PSY,7190,Seminars in Psychology II,Selected topics on contemporary psychology presented and discussed as graduate seminars.,PSY7190
MAT,1300,Mathematical Methods I,Review of elementary functions.  Limits.  Geometric series. Differential and integral calculus in one variable with applications. Functions of several variables.  Partial derivatives.,MAT1300
MAT,1302,Mathematical Methods II,"Solution of systems of linear equations. Matrix algebra. Determinants. Complex numbers, fundamental theorem of algebra. Eigenvalues and eigenvectors of real matrices. Introduction to vector spaces, linear independence, bases. Applications. This course is intended primarily for students in the School of Management and the Faculty of Social Sciences.",MAT1302
MAT,1303,Mathematical Methods III,"Sequences, series, power series, Taylor series.  Difference equations: the general solution of linear equations with constant coefficients. Additional techniques of integration. Improper integrals. Chain rule for functions of several variables. Gradient, Directional derivative, tangent plane. Partial derivatives of higher order. Extreme with or without constraints.",MAT1303
MAT,1308,Introduction to Calculus,"Review of elementary functions. Introduction to Limits. Geometric series. Introduction to differential and integral calculus in one variable with applications. Linear approximations, applications to optimization.  Students who have previously studied the derivative and differentiation rules should take MAT 1300 instead. This course is reserved primarily for students in the Faculties of Arts and Social Sciences. Students who have taken MCV4U, MAT1339 or an equivalent are strongly encouraged to register for MAT1300 instead.",MAT1308
MAT,1318,Functions,"Polynomial and rational functions: factoring, the remainder theorem, families of polynomials with specified zeros, odd and even polynomial functions. Logarithms and exponentials to various bases, their laws. Trigonometric functions: radian measure, values of primary trigonometric ratios, compound angle formulae, trigonometric identities. Solving equations and inequalities involving absolute values, polynomial, rational, logarithmic, exponential and trigonometric functions. Their graphs.  Operations on functions: point-wise addition and multiplication, composition; inverse functions. Average and instantaneous rate of change, approximating instantaneous rate of change, secants and tangents to graphs. Applications to graphing and finding maxima and minima of functions. Using functions to model, interpolate, and extrapolate data.   MAT1318 may be taken for upgrading purposes as an admission requirement. In all cases, credits for this course do not count as part of any program requirements. S/NS grading scheme.",MAT1318
MAT,1320,Calculus I,"Intuitive definition of limits; continuity, statement of intermediate value theorem.  Quick review of basic derivative formulas: products, chain rule, exponentials, and trigonometric functions. Derivatives of quotients, logarithms, inverse trigonometric functions. Finite difference approximations of derivatives. Analysis of functions via the first and the second derivatives; statements of extreme and mean value theorems.  L'Hospital's rule. Implicit differentiation, related rates, optimization, linear approximation, Newton s method. The definite integral and the fundamental theorem of calculus. Antiderivatives of elementary functions, techniques of integration (integration by parts, substitutions, partial fractions).  Numerical integration: mid-point, trapezoidal rule and Simpson's rule; error analysis.",MAT1320
MAT,1322,Calculus II,"Improper integrals.  Applications of the integral.  Separable differential equations.  Euler's method for differential equations. Sequences, series.  Taylor's formula and series.  Functions of two and three variables.  Partial derivatives, the chain rule, directional derivatives, tangent planes and normal lines.",MAT1322
MAT,1325,Calculus II and an Introduction to Analysis,"A second course in calculus emphasizing geometric and physical intuition in which attention is also given to the conceptual foundations of calculus-analysis. Review of inequalities. Sequences. Completeness axiom of the real numbers. Continuity.  Proofs of some of: the intermediate and extreme value theorems, the mean value theorem. Taylor's theorem. Standard curves and surfaces in 2 and 3-space. Tangent vectors, planes and normals. Partial derivatives, directional derivatives, derivatives as linear maps.",MAT1325
MAT,1330,Calculus for the Life Sciences I,"Derivatives: product and quotient rules, chain rule, derivative of exponential, logarithm and basic trigonometric functions, higher derivatives, curve sketching. Applications of the derivative to life sciences. Discrete dynamical systems: equilibrium points, stability, cobwebbing. Integrals: indefinite and definite integrals, fundamental theorem of calculus, antiderivatives, substitution, integration by parts. Applications of the integral to life sciences.",MAT1330
MAT,1332,Calculus for the Life Sciences II,"Integrals: numerical integration; improper integrals. Introduction to differential equations: some techniques to solve simple differential equations, numerical solution of differential equations and models in the life sciences using differential equations. Introduction to linear algebra: matrices and matrix algebra, determinants, eigenvalues and eigenvectors (in two or three dimensions). Functions of several variables: graphical representations, partial derivatives. Systems of differential equations: equilibrium points, stability, phase portrait and global analysis.",MAT1332
MAT,1339,Introduction to Calculus and Vectors,"Instantaneous rate of change as a limit, derivatives of polynomials using limits, derivatives of sums, products, the chain rule, derivatives of rational, trigonometric, exponential, logarithmic, and radical functions. Applications to finding maxima and minima and graph sketching. Concavity and points of inflection, the second derivative. Optimization in models involving polynomial, rational, and exponential functions. Vectors in two and three dimensions. Cartesian, polar and geometric forms. Algebraic operations on vectors, dot product, cross product. Applications to projections, area of parallelograms, volume of parallelepipeds. Scalar and vector parametric form of equations of lines and planes in two and three dimensions. Intersections of lines and planes.  Solution of up to three equations in three unknowns by elimination or substitution. Geometric interpretation of the solutions. Prerequisite: Ontario 4U Functions (MHF4U) or MAT1318 or equivalent. The courses MAT1339, Ontario 4U Calculus and Vectors (MCV4U) or any equivalent cannot be combined for credits. MAT1339 may be taken for upgrading purposes or as an admission requirement In all cases, credits for this course do not count as part of any program requirements. S/NS grading scheme.",MAT1339
MAT,1341,Introduction to Linear Algebra,"Review of complex numbers. The fundamental theorem of algebra. Review of vector and scalar products, projections. Introduction to vector spaces, linear independence, bases; function spaces. Solution of systems of linear equations, matrix algebra, determinants, eigenvalues and eigenvectors. Gram Schmidt,  orthogonal projections. Linear transformations, kernel and image, their standard matrices. Applications (e.g. geometry, networks, differential equations)",MAT1341
MAT,1348,Discrete Mathematics for Computing,"Introduction to discrete structures as a foundation to computing. Propositional logic. Fundamental structures: functions, relations, sets. The basics of counting: counting arguments, the pigeonhole principle, permutations and combinations.  Introduction to proofs: direct, by contradiction, by cases, induction. Topics in graph theory: isomorphism, cycles, trees, directed graphs.  Whenever possible applications from computing and information technology will be included.",MAT1348
MAT,1362,Mathematical Reasoning and Proofs,"Elements of logic, set theory, functions, equivalence relations and cardinality. Proof techniques. Concepts are introduced using sets of integers, integers modulo n, rational, real and complex numbers. Exploration of the real line: completeness, supremum, sequences and limits. Some of the concepts will be illustrated with examples from geometry, algebra and number theory.",MAT1362
MAT,1371,Descriptive Statistics,Topics from descriptive statistics: histograms and boxplot; average and observed standard deviation;  elementary probability; normal distribution; statistical estimation and hypothesis testing; correlation and regression. Examples analyzed with statistical software.,MAT1371
MAT,1372,Elements of Probability and Statistical Inference,"Probability distributions. Law of large numbers and the central limit theorem. Sampling. Applications of probability. Testing with the normal, t and chi-square distributions. Correlation and regression.",MAT1372
MAT,1373,Data Analysis By Computer,Introduction to a statistical package on a  computer. Descriptive statistics and data analysis by computer. The distributions and applications of standard parametric and nonparametric tests are investigated using the simulation function of a statistical package.,MAT1373
MAT,1374,Probability and Games of Chance: Poker 101,"An introduction to elementary probability theory, game theory, and the mathematical underpinning of games of chance, demonstrated through their applications to poker games such as Texas Hold'em.  Societal aspects of gaming.",MAT1374
MAT,1395,The Beauty of Mathematics,"Selected topics from modern and ancient mathematics. Course content varies from year to year. Chosen themes may include, but are not limited to: classical geometry, number theory, chaos theory and mathematics for elementary school teachers.  See the Department of Mathematics and Statistics for the current year's offering.",MAT1395
MAT,2122,Multivariable Calculus,"Derivatives as linear maps, the chain rule. The Clairaut-Schwarz theorem. Taylor's theorem. Implicit function theorem. Extrema, critical points. Lagrange multipliers. Double and triple integrals, Fubini's theorem, polar, spherical and cylindrical coordinates. Change of variables. Line integrals, Green's theorem. Parametric surfaces and surface integrals. Curl and Stokes's theorem, existence of potentials. Divergence and Gauss's theorem. Applications.",MAT2122
MAT,2125,Elementary Real Analysis,"Review of the completeness properties of real numbers. Supremum and infimum, lim sup, lim inf. The topology of R¢n.  Uniform continuity. Compactness, Heine-Borel.  The Riemann integral, the fundamental theorem of calculus, improper integrals. Sequences and series of functions, uniform convergence. Fourier series.",MAT2125
MAT,2141,Honours Linear Algebra,"Vector spaces, direct sums and complement of subspaces, linear maps, representation of linear maps by matrices, dual spaces, transpose mappings, multilinear mappings, determinants, inner products, orthogonal projections, the Gram-Schmidt algorithm. Eigenvalues and eigenvectors, diagonalization of symmetric matrices. The emphasis of this course is on proving all results.",MAT2141
MAT,2143,Introduction to Group Theory,"Groups: Arithmetic modulo n, permutations, cyclic groups. Cosets and Lagrange’s theorem.  Normal subgroups, homomorphisms, quotient groups, isomorphism theorems. Direct products and the structure theorem of finitely generated abelian groups.",MAT2143
MAT,2322,Calculus III for Engineers,"Extrema of functions of several variables.  Multiple integration and applications.  Vector fields and their derivatives.  Curves.  Vector differential operators.  Line integrals.  Surfaces and surface integrals.  Theorems of Stokes, Gauss, etc.",MAT2322
MAT,2324,Ordinary Differential Equations and the Laplace Transform,General concepts.  First order equations.  Linear differential equations of higher order.  Differential operators.  Laplace transforms.  Systems of differential equations.  Series solutions about ordinary points.,MAT2324
MAT,2342,Introduction to Applied Linear Algebra,"Review of vector spaces and matrix algebra, inner products, Gram-Schmidt, orthogonal projections. Eigenvalues and eigenvectors, diagonalization of symmetric matrices. Singular value decomposition.  Applications to linear discrete dynamical systems, minimization of quadratic forms and least squares approximation, principal component analysis. Other applications chosen from: linear programming, duality and the simplex method; introduction to finite fields and coding theory.",MAT2342
MAT,2348,Discrete Mathematics,"Quick review of: sets, functions, relations, induction, basic counting techniques. An in-depth treatment of recurrence relations, generating functions, and principle of inclusion-exclusion. Aspects of graph theory.",MAT2348
MAT,2355,Introduction to Geometry,"Euclidean and non-Euclidean geometries; affine geometry, projective geometry. Transformations and transformation groups.",MAT2355
MAT,2362,Foundations of Mathematics,"Introduction to proofs, set theory and the foundations of mathematics.  Propositional logic, introduction to predicate logic and axiomatic theories. Proof techniques (direct, by contradiction, by cases, constructive and non constructive, induction).  Informal set theory (sets, functions, equivalence relations, order relations). Paradoxes. Introduction to axiomatic set theory and to the encoding of mathematics. Axiom of Choice, Zorn's Lemma.  Cardinality of sets.",MAT2362
MAT,2371,Introduction to Probability,"Probability axioms and their consequences. Conditional probability and independence. Random variables, distributions and densities, moments, sampling distributions. Weak law of large numbers, sums of independent random variables, moment generating functions, convergence concepts, the central limit theorem.",MAT2371
MAT,2375,Introduction to Statistics,"Theory of statistical inference; point and interval estimation, tests of hypotheses. Inferences about normal models.  Introduction to nonparametric methods.",MAT2375
MAT,2377,Probability and Statistics for Engineers,"A concise survey of: combinatorial analysis; probability and random variables; discrete and continuous densities and distribution functions; expectation and variance; normal (Gaussian), binomial and Poisson distributions; statistical estimation and hypothesis testing; method of least squares, correlation and regression. The emphasis is on statistics and quality control methods for engineers.",MAT2377
MAT,2379,Introduction to Biostatistics,"Descriptive statistics using a software package. A concise survey of probability. The normal distribution. The central limit theorem and statistical estimation illustrated via simulation. Hypothesis testing, the design of experiments, paired sampling, categorical data and regression.  Examples from the biosciences analyzed with statistical software.",MAT2379
MAT,2384,Ordinary Differential Equations and Numerical Methods,"General concepts. First order equations. Linear differential equations of higher order. Differential operators. Laplace transforms. Systems of differential equations. Series solutions about ordinary points. Numerical methods including error analysis; numerical differentiation, integration and solutions of differential equations.",MAT2384
MAT,3100,History of Mathematics I,"Survey of the main lines of the mathematical development from the Babylonians, Egyptians and Greeks to modern times.",MAT3100
MAT,3101,History of Mathematics II,"Historical development of mathematics as seen through a few central themes such as counting, space, randomness, approximation, the infinitely small, or algebraic abstraction.",MAT3101
MAT,3120,Real Analysis,"Metric spaces, continuous functions. Compactness and connectedness. Contraction mappings. The inverse function theorem and the implicit function theorem. Series of functions; modes of convergence, power series, Fourier series. Topics on function spaces such as: Weierstrass approximation, L¢2 spaces.",MAT3120
MAT,3121,Complex Analysis I,"Complex numbers.  Analytic functions.  Integration, Laurent series, residue calculus.  Conformal mappings.",MAT3121
MAT,3130,Introduction to Dynamical Systems,"Systems of linear differential equations. Introduction to nonlinear systems; existence and uniqueness theorems, flow, stability of equilibria, invariant manifolds, periodic orbits, planar flows.",MAT3130
MAT,3143,Rings and Modules,"Rings and ideals, homomorphisms and isomorphism theorems, principal ideal domains and factorial rings, polynomial rings and the construction of finite fields. Modules, direct sums and annihilators of modules, free modules, classification of modules over a PID.",MAT3143
MAT,3153,Introduction to Topology,"Sets, functions, countability. Topology of the real line and of Euclidean space, compactness and connectedness, continuous functions. An introduction to algebraic methods in topology: homotopies and the winding number of curves in the plane, the index of a vector field in the plane, or the classification of surfaces.",MAT3153
MAT,3155,Introd to Differential Geomet.,"Introduction to elementary Riemannian geometry, applications to curves and surfaces, special topics chosen from geometry and physics.",MAT3155
MAT,3166,Introduction to Number Theory,"Topics chosen from: Farey sequence, Fermat-Euler-Wilson theorems, power residues and primitive roots, Diophantine equations, continued fractions, algebraic and transcendental numbers, arithmetic functions, distribution of primes.",MAT3166
MAT,3172,Foundations of Probability,"An overview of probability from a non-measure theoretic point of view. Random vectors; independence, conditional expectation and probability, consequences.  Various types of convergence leading to proofs of the major theorems in classical probability theory. An introduction to simple stochastic processes such as Poisson and branching processes.",MAT3172
MAT,3320,Mathematics for Engineers,"Series solutions of ordinary differential equations. Legendre and Bessel functions. Sturm-Liouville problems, orthogonal functions. Fourier series.  Partial differential equations:  introduction and applications.",MAT3320
MAT,3341,Applied Linear Algebra,"Vector and matrix norms. Schur canonical form, QR, LU, Cholesky and singular value decomposition, generalized inverses, Jordan form, Cayley-Hamilton theorem, matrix analysis and exponentials of matrices, eigenvalue estimation and the Gershgorin Circle Theorem; quadratic forms, Rayleigh and minima principles. This course includes proofs and applications of computational methods.",MAT3341
MAT,3343,Applied Algebra,Groups and finite fields; binary codes: Hamming and BCH codes; other topics in applied algebra.,MAT3343
MAT,3348,Applied Discrete Mathematics,"Trees and applications, applications of graphs, networks and flows, matching theory, introduction to linear programming.",MAT3348
MAT,3361,Introd to Mathematical Logic,"Formal approaches to propositional and predicate logic.  Syntax and Semantics. Formal proof systems. Completeness and compactness. Formal theories and their models. Topics chosen from: logics in computer science, foundations of mathematics, set theory, computability theory.",MAT3361
MAT,3373,Methods of Machine Learning,"Multivariate linear and polynomial regression, logistic regression, k-nearest neighbours. Regularization methods, Bayesian inference, naïve Bayes classification. Cross-validation, bootstrap. Tree-based methods. Principal component analysis. Clustering.",MAT3373
MAT,3375,Regression Analysis,"Distribution theory, hypothesis testing and estimation for simple, multiple and non-linear regression. Generalized linear models, logistic and Poisson regression. Analysis of data using statistical software packages.",MAT3375
MAT,3377,Sampling and Surveys,"An introduction to the design and analysis of surveys. Simple random, stratified, proportional, post-stratified, cluster, and multi-stage sampling. Examples and complete theoretical development.  Analysis of data using statistical software packages.",MAT3377
MAT,3378,Analysis of Experimental Designs,"Distribution theory for experimental designs.  Experimental designs: Completely randomized, complete and incomplete block designs, Latin squares, split-plot, fractional, factorial and response surface designs.  Sample size and power determination.  Simultaneous inference.  Variance component models.  Analysis of data using statistical software packages.",MAT3378
MAT,3379,Introduction to Time Series Analysis,"Time domain methods: detrending, autoregressive moving average (ARMA) models, non stationarity and seasonality, state space methodology. Frequency domain methods: lagged regression, deterministic input and random coefficient models. Examples of financial time series. Time series data will be analyzed using software packages.",MAT3379
MAT,3380,Introduction to Numerical Methods,"Roots of nonlinear equations (fixed point, Newton, secant, bisection). Condition number of linear systems. Iterative methods for linear and non-linear systems (Gauss-Seidel, Gauss-Jacobi, SOR; fixed point, Newton) . Interpolation and polynomial approximation, numerical differentiation and integration. Numerical methods for differential equations. Error analysis.",MAT3380
MAT,3395,Introduction to Mathematical Models,"Introduction to modelling and to mathematical techniques used in applications. Mathematical models will come from various areas of applied sciences and use techniques from calculus, differential equations, linear algebra and vector geometry.",MAT3395
MAT,4124,Introduction to Functional Analysis,"Introduction to Banach and with emphasis on Hilbert spaces.  Fourier series and Fourier transforms.  Linear operators on Hilbert spaces. Introduction to spectral theory. Selected topics among: Compact operators, unbounded operators, etc.",MAT4124
MAT,4125,Measure and Integration I,"General measure and integral, Lebesgue measure and integration on R, Fubini's theorem, Lebesgue-Radon-Nikodym theorem, absolute continuity and differentiation, Lp-spaces.",MAT4125
MAT,4126,Measure and Integration II,"Banach and Hilbert spaces, bounded linear operators, dual spaces, some additional topics.",MAT4126
MAT,4130,Introduction to Partial Differential Equations,"Modelling with partial differential equations (PDEs), elementary PDEs and the method of separation of variables, classification of PDEs, linear first order PDEs and method of characteristics, maximum principles for elliptic equations and classical solution of the Laplace equation, Green's functions, variational methods. Heat and wave equations.",MAT4130
MAT,4141,Rings and Modules II,"Noetherian and artinian modules and rings.    Algebraic sets, vanishing ideals, Hilbert Basis Theorem, radical ideals, Hilbert Nullstellensatz.  Localization of rings and modules.  Tensor product of modules and algebras.  Semisimple rings and modules, Schur’s lemma, Jacobson Density Theorem, Artin-Wedderburn Theorem.  Short exact sequences, free modules, projective modules, injective modules, flat modules.",MAT4141
MAT,4142,Introduction to Lie Algebras,"Structure of solvable, nilpotent and semisimple finite dimensional Lie algebras.",MAT4142
MAT,4143,Groups and Galois Theory,"Group actions, class equation, Sylow theorems, central, composition and derived series, Jordan-Holder theorem, field extensions and minimal polynomials, algebraic closure, separable extensions, integral ring extensions, Galois groups, fundamental theorem of Galois theory, finite fields, cyclotomic field extensions, fundamental theorem of algebra, transcendental extensions.",MAT4143
MAT,4144,Introduction to Lie Groups,"Linear groups: the exponential map, Lie correspondence. Homomorphisms and coverings.  Closed subgroups.  Classical groups: Cartan subgroups, fundamental groups.  Manifolds.  Homogeneous spaces. General Lie groups.",MAT4144
MAT,4153,General Topology,"Topological spaces, product and identification topologies, countability and separation axioms, compactness, metrisation.",MAT4153
MAT,4154,Introduction to Algebraic Geometry,"Brief overview of commutative algebra, Hilbert's Nullstellensatz, algebraic sets, and Zariski topology. Affine and projective varieties over algebraically closed fields. Regular functions and rational maps. Additional topics chosen from: the relation of varieties over complex numbers to complex analytic manifolds, genus, divisors, line bundles, Riemann-Roch Theorem, Bézout's Theorem.",MAT4154
MAT,4155,Elementary Manifold Theory,"Manifolds, differentiable structures, tangent space, vector fields, differential forms, tensor fields, Riemannian metric.",MAT4155
MAT,4157,Algebraic Topology I,"Covering spaces, homology via the Eilenberg-Steenrod axioms, applications, construction of a homology functor.",MAT4157
MAT,4158,Algebraic Topology II,Topics in algebraic topology.,MAT4158
MAT,4162,Topics in Mathematical Logic,"Selected topics, such as: model theory, non-standard analysis, the theory of recursive functions, advanced set theory, philosophy of mathematics.",MAT4162
MAT,4167,Topics in Number Theory,"Topics from analytic number theory, algebraic number theory, Diophantine approximation, modular forms or arithmetic geometry.",MAT4167
MAT,4170,Probability Theory I,"Probability spaces, random variables, expected values as integrals, joint distributions, independence and product measures, cumulative distribution functions and extension of probability measures, Borel-Cantelli lemmas, convergence concepts, independent and identically distributed sequences of random variables.",MAT4170
MAT,4171,Probability Theory II,"Laws of large numbers, characteristic functions, central limit theorem, conditional probability and expectation, some additional topics.",MAT4171
MAT,4175,Introduction to Mathematical Statistics,"Limit theorems. Sampling distributions. Parametric estimation. Concepts of sufficiency and efficiency. Neyman-Pearson paradigm, likelihood ratio tests. Parametric and non-parametric methods for two- sample comparisons. Notions of experimental design, categorical data analysis, the general linear model, decision theory and Bayesian inference. Previously MAT 3175.",MAT4175
MAT,4183,Tensor Analysis and Application,Tensor analysis with applications to Riemannian geometry and relativity theory.,MAT4183
MAT,4199,Special Topics in Mathematics,Selected advanced topics.,MAT4199
MAT,4343,Representation Theory,"Representation theory of groups and algebras: characters, irreducible representations, induced representations, intertwining operators.",MAT4343
MAT,4348,Graph Theory,"Paths and cycles, trees, connectivity, Euler tours and Hamilton cycles, edge colouring, independent sets and cliques, vertex colouring, planar graphs, directed graphs.",MAT4348
MAT,4349,Combinatorial Theory,"Principle of inclusion -- exclusion, generating functions and partitions of the integers, Polya's theory of counting, latin squares, Steiner triple systems, block designs, finite geometries, posets and lattices.",MAT4349
MAT,4371,Applied Probability,"An introduction to stochastic processes, with emphasis on Markov processes. Review of basic probability, limit theorems and conditioning. The Poisson process. Limit theorems for regenerative processes. Discrete-time and continuous-time Markov processes. Hidden Markov processes on finite state spaces.  Applications chosen from signal processing, queuing theory, economics, finance and actuarial sciences.",MAT4371
MAT,4372,Financial Mathematics,"Review of conditional expectation and an introduction to martingales, stopping times and the Snell envelope. Interest rate and present value, discrete time option pricing. Review of the multivariate normal with applications to Markovitz portfolio theory. An introduction to Brownian motion and the Black-Scholes formula for European options.",MAT4372
MAT,4373,Statistical Machine Learning,"Discriminant analysis, principal component analysis, support vector machines; reproducing kernel Hilbert spaces and kernel methods; neural networks; VC Theory; PAC learning. Additional topics may include: Bayesian modelling, manifold learning, boosting.",MAT4373
MAT,4374,Modern Computational Statistics,"Simulation including the rejection method and importance sampling; applications to Monte Carlo Markov chains. Resampling methods such as the bootstrap and jackknife, with applications. Smoothing methods in curve estimation.",MAT4374
MAT,4375,Multivariate Statistical Methods,"Multivariate normal distribution: properties, estimation, testing. Topics chosen from multivariate regression, analysis of variance and covariance, linear discriminant analysis, component and factor analysis, canonical correlation. Analysis of data using statistical software packages.",MAT4375
MAT,4376,Topics in Statistics,Selected topics in statistics.,MAT4376
MAT,4377,Topics in Applied Probability,Topics in probability theory.,MAT4377
MAT,4378,Categorical Data Analysis in Biostatistics,Multi-way contingency tables. Generalized linear models for binary and count data. Logistic regression; inference and model verification. Log-linear and logit models for multiway frequency tables. Applications drawn from life sciences. Statistical computer packages will be used in the course.,MAT4378
MAT,4387,Optimization: Theory and Practice,"Optimization problems, nonlinear programming, unconstrained optimization, convexity and coercivity, existence theory, gradient and Newton methods constrained optimization, gradient method with projection, Kuhn-Tucker relations, duality, Uzawa method. Linear programming, simplex method.",MAT4387
MAT,4399,Special Topics in Mathematics,Selected advanced topics.,MAT4399
MAT,5105,Discrete Applied Mathematics I: Gra. Theory,"Paths and cycles, trees, connectivity, Euler tours and Hamilton cycles, edge colouring, independent sets and cliques, vertex colouring, planar graphs, directed graphs. Selected topics from one or more of the following areas: algebraic graph theory, topological theory, random graphs. This course is equivalent to MATH 5818 at Carleton University.",MAT5105
MAT,5106,Combinatorial Optimization,"Network flow theory and related material. Topics will include shortest paths, minimum spanning trees, maximum flows, minimum cost flows. Optimal matching in bipartite graphs. This course is equivalent to MATH 5808 at Carleton University.",MAT5106
MAT,5107,Discrete Applied Mathematics II: Combinatorial Enumeration,"Ordinary and exponential generating functions; product formulas; permutations; partitions; rooted trees; cycle index; WZ method. Lagrange Inversions; singularity analysis of generating functions and asymptotics. Selected topics from one or more of the following areas: random graphs, random combinatorial structures, hypergeometric functions. This course is equivalent to MATH 5819 at Carleton University.",MAT5107
MAT,5121,Introduction to Hilbert Space,This course is equivalent to MATH 5009 at Carleton University.,MAT5121
MAT,5122,Banach Algebras,This course is equivalent to MATH 5003 at Carleton University.,MAT5122
MAT,5125,Real Analysis I,"General measure and integral, Lebesgue measure and integration on R, Fubini's theorem, Lebesgue-Radon-Nikodym theorem, absolute continuity and differentiation, Lp-Spaces. Selected topics such as Daniell-Stone theory. This course is equivalent to MATH 5007 at Carleton University.",MAT5125
MAT,5126,Real Analysis II,"Banach and Hilbert spaces, bounded linear operators, dual spaces. Topics selected from: weak- and weak-topologies, Alaoglu's theorem, compact operators, differential calculus in Banach spaces, Riesz representation theorems. This course is equivalent to MATH 5008 at Carleton University.",MAT5126
MAT,5127,Complex Analysis,This course is equivalent to MATH 5005 at Carleton University.,MAT5127
MAT,5131,Ordinary Differential Equations I,"One or two specialized Linear systems, fundamental solution. Nonlinear systems, existence and uniqueness, flow. Equilibria, periodic solutions, stability.Invariant manifolds and hyperbolic theory. topics taken from, but not limited to: perturbation and asymptotic methods, normal forms and bifurcations, global dynamics.This course is equivalent to MATH 5405 at Carleton University.",MAT5131
MAT,5133,Partial Differential Equations I,"First-order equations, characteristics method, classification of second-order equations, separation of variables, Green's functions. Lp and Soboloev spaces, distributions, variational formulation and weak solutions, Lax-Milgram theorem, Galerkin approximation. Parabolic PDes. Wave equations, hyperbolic systems, nonlinear PDes, reaction diffusion equations, infinite-dimensional dynamical systems, regularity. This course is equivalent to MATH 5406 at Carleton University.",MAT5133
MAT,5134,Topics in Differential Equations,This course is equivalent to MATH 5407 at Carleton University.,MAT5134
MAT,5141,Algebra I: Rings and Modules,"Noetherian and artinian modules and rings. Algebraic sets, vanishing ideals, Hilbert Basis Theorem, radical ideals, Hilbert Nullstellensatz. Localization of rings and modules. Tensor product of modules and algebras. Semisimple rings and modules, Schur's lemma, Jacobson Density Theorem, Artin-Wedderburn Theorem. Short exact sequences, free modules, projective modules, injective modules, flat modules. This course is equivalent to MATH 5107 at Carleton University.",MAT5141
MAT,5142,Algebra II: Groups and Galois Theory,"Group actions, class equation, Sylow theorems, central, composition and derived series, Jordan-Holder theorem, field extensions and minimal polynomials, algebraic closure, separable extensions, integral ring extensions, Galois groups, fundamental theorem of Galois theory, finite fields, cyclotomic field extensions, fundamental theorem of algebra, transcendental extensions. This course is equivalent to MATH 5109 at Carleton University.",MAT5142
MAT,5143,Lie Algebras,This course is equivalent to MATH 5104 at Carleton University.,MAT5143
